incident_id,topic,topic_prob
3058,5,0.6040211223955326
3073,-1,0.10297983837737275
3089,5,0.4838616626005929
3106,4,0.10057349691821124
3475,5,0.06861653633185076
3147,4,0.10667050831632477
3191,5,1.0
3207,-1,0.07501532987714783
3216,-1,0.15755084509091724
3213,5,0.3618305038425723
3245,-1,0.01827952707141757
3374,5,0.17052959498509795
3263,3,0.26186753508291777
3282,-1,0.0992171692474951
3357,-1,0.07486399332844512
3478,-1,0.0516676914847434
3496,3,0.2916591549128958
3567,4,0.09716274785735898
3605,5,1.0
3627,-1,0.11063496341110582
3637,-1,0.022420401955626897
3629,4,0.6473109410594123
3750,-1,0.04647912105432747
3754,3,0.23811321426803717
3753,4,0.08824899604012702
3827,-1,0.05650352947483097
3547,-1,0.049468404864032214
3788,5,1.0
3922,-1,0.10160453930561766
3915,-1,0.020256695372366882
3937,-1,0.07671048180493285
3990,5,0.6050385052492903
4004,-1,0.1286069410379115
4100,4,0.08909327860721226
4187,-1,0.09019489276971945
4152,-1,0.09114752241568436
4316,5,0.23051427733765456
4254,3,0.2359269116353075
3440,-1,0.018140917234012437
2741,8,0.7756822729987073
2412,6,1.0
3723,-1,0.018887325074017858
2300,3,0.34822949551463317
3631,4,0.42000393932394176
3308,5,0.11199379880109231
625,3,1.0
1226,3,1.0
1395,-1,0.02670334603525535
2223,4,1.0
2610,6,0.5629112924218885
2645,6,1.0
3988,-1,0.07218244653624512
553,0,0.16910708257225798
1315,1,0.15773380334042428
2084,-1,0.05802454208755215
2309,2,0.3485961628239864
2419,-1,0.01328817597511853
2956,1,0.20501934982541214
3298,-1,0.020457024307435536
3688,-1,0.12155361783902462
3831,6,0.2028919198619208
3950,-1,0.06423162645226496
3894,-1,0.059649218643725264
4211,4,0.19762400055105822
4280,-1,0.09346995699584937
3573,2,0.5739252562909863
3923,-1,0.053795935129775534
1140,-1,0.029236908702467247
1338,-1,0.016812203382166397
1433,0,0.187423091195944
2136,-1,0.057538949092344645
2689,3,0.25178122523320606
3359,-1,0.04953403195761578
3550,-1,0.016565619535366803
1037,-1,0.34697323927448165
2293,3,0.4883314534723666
2368,-1,0.0880370587147892
2418,5,0.19694700181023175
2603,0,0.06605216699702943
3444,-1,0.2272403290325215
3153,-1,0.09857245266158403
3277,-1,0.013870640109071887
3532,-1,0.23255897289880118
3658,-1,0.09603907822554687
3786,6,1.0
3901,5,0.30335523764626193
3943,-1,0.13184737448384984
